PERIOD,PRODUCTGROUP,ReportingChannel,BRAND,Item,DISPLAY TECHNOL,DISPLAY SIZE,Resolution,LED,HD Types,Smart TV,CURVED,Signal Source,Sales Units,Sales Value EUR,Price EUR,Sales Value <LC>,Price <LC>,Sales Value USD,Price USD
September 2023,PTV/FLAT,Mass Merchandisers,SAMSUNG,QA65Q80R,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,1,496,496,"10,049","10,049",538,538
September 2023,PTV/FLAT,Mass Merchandisers,SAMSUNG,<Others>,,,,,,,,,-1,-395,395,"-7,999","7,999",-428,428
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-32WG6A,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2,886,"78,590",89,"1,593,096","1,798","85,222",96
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-50U20AT,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,612,"151,766",248,"3,076,473","5,027","164,576",269
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-43WG6D,LCD-DISPLAY,43,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T/T2,332,"52,691",159,"1,068,112","3,217","57,139",172
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-55U20AT,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,106,"31,429",296,"637,100","6,010","34,082",322
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-40WG6A,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,412,"56,153",136,"1,138,290","2,763","60,893",148
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-32E10,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,n.a.,37,"3,104",84,"62,923","1,701","3,366",91
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-39VN88E,LCD-DISPLAY,39,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,226,"26,573",118,"538,660","2,383","28,816",128
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-39VN86D,LCD-DISPLAY,39,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,n.a.,-12,"-1,841",153,"-37,327","3,111","-1,997",166
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL42E10AM,LCD-DISPLAY,42,1920x1080,LED,Full HD,Smart TV,NOT CURVED,n.a.,47,"8,510",181,"172,503","3,670","9,228",196
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-58U20AT,LCD-DISPLAY,58,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,6,"1,618",270,"32,794","5,466","1,754",292
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-32WG6D,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2,19,"1,923",101,"38,981","2,052","2,085",110
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-32VN67D,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,n.a.,0,10,0,200,0,11,0
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-65U20AT,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,4,"1,216",304,"24,646","6,162","1,318",330
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-50U20T,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,13,"3,177",244,"64,397","4,954","3,445",265
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-55G50UM,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,-1,-296,296,"-5,999","5,999",-321,321
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-58S1U,LCD-DISPLAY,58,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,1,345,345,"6,999","6,999",374,374
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-58G22AT,LCD-DISPLAY,58,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,2,691,345,"13,999","6,999",749,374
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-50D80UG,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,n.a.,-11,"-2,736",249,"-55,453","5,041","-2,966",270
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-40E2AM,LCD-DISPLAY,40,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2/S,0,-25,0,-501,0,-27,0
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-50G50UM,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,-2,-409,205,"-8,298","4,149",-444,222
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,STL-24W2C,LCD-DISPLAY,24,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,n.a.,0,10,0,200,0,11,0
September 2023,PTV/FLAT,Mass Merchandisers,SINOTEC,<Others>,,,,,,,,,-96,"-20,027",209,"-405,963","4,229","-21,717",226
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,43STD6500,LCD-DISPLAY,43,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2,"1,462","299,644",205,"6,074,122","4,155","324,934",222
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,55SUD9300F,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,904,"313,724",347,"6,359,525","7,035","340,202",376
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,65SUD9300F,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,405,"182,332",450,"3,696,074","9,122","197,721",488
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,32STD6500,LCD-DISPLAY,32,1366x768,LED,HD Ready,Smart TV,NOT CURVED,DVB-T/T2,747,"101,492",136,"2,057,348","2,754","110,058",147
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,65SUE9350F,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,199,"99,627",501,"2,019,543","10,148","108,035",543
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,65SUC9300,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,1,562,562,"11,400","11,400",610,610
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,65SUE9500,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,143,"85,223",596,"1,727,556","12,081","92,415",646
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,50SUD9300F,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,664,"195,339",294,"3,959,730","5,963","211,825",319
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,40STD6500,LCD-DISPLAY,40,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2,425,"75,768",178,"1,535,893","3,614","82,162",193
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,55SUE9350,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,10,"3,939",394,"79,840","7,984","4,271",427
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,75SUD9350F,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,252,"167,398",664,"3,393,350","13,466","181,527",720
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,55SUE9350F,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,66,"29,179",443,"591,484","8,975","31,641",480
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,55SUE9500,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,282,"114,000",404,"2,310,906","8,195","123,622",438
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,75SUE9350F,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,98,"68,695",701,"1,392,515","14,209","74,492",760
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,70SUE9350F,LCD-DISPLAY,70,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,95,"51,059",537,"1,035,027","10,895","55,369",583
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,32TB2100,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2/S/C,8,917,115,"18,592","2,324",995,124
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,55SUC9300,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,-3,"-1,234",411,"-25,007","8,336","-1,338",446
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,50SUC9300,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,314,"92,996",296,"1,885,137","6,004","100,845",321
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,75SUE9500,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,120,"91,906",766,"1,863,030","15,525","99,663",831
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,86SUC9500,LCD-DISPLAY,86,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,75,"92,560","1,234","1,876,296","25,017","100,372","1,338"
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,86SUE9550,LCD-DISPLAY,86,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,45,"50,622","1,125","1,026,156","22,803","54,894","1,220"
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,43TB7000,LCD-DISPLAY,43,1920x1080,LED,Full HD,Smart TV,NOT CURVED,n.a.,1,237,237,"4,799","4,799",257,257
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,50SUE9500,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,25,"8,795",352,"178,276","7,131","9,537",381
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,40STD2000,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,13,"1,977",152,"40,081","3,083","2,144",165
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,50UB7500,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,n.a.,-1,-345,345,"-6,999","6,999",-374,374
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,75SUC9300,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,2,"1,283",641,"26,000","13,000","1,391",695
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,100SUF958P,LCD-DISPLAY,100,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,4,"13,467","3,367","272,996","68,249","14,604","3,651"
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,65SUE9600,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,14,"12,036",860,"243,986","17,428","13,052",932
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,75SUE9600,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,7,"8,238","1,177","166,993","23,856","8,933","1,276"
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,40TB2100,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T/T2/S/C,4,656,164,"13,299","3,325",711,178
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,40TB7000,LCD-DISPLAY,40,1920x1080,NO LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2,-1,-212,212,"-4,299","4,299",-230,230
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,65SXC9800,OLED-DISPLAY,65,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,2,"1,406",703,"28,498","14,249","1,524",762
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,32STD2000,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2,2,266,133,"5,397","2,699",289,144
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,32TB7000,LCD-DISPLAY,32,1920x1080,NO LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2,1,98,98,"1,979","1,979",106,106
September 2023,PTV/FLAT,Mass Merchandisers,SKYWORTH,<Others>,,,,,,,,,-6,"-2,506",418,"-50,809","8,468","-2,718",453
September 2023,PTV/FLAT,Mass Merchandisers,SONY,KD-65X85J,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,3,"2,056",685,"41,678","13,893","2,230",743
September 2023,PTV/FLAT,Mass Merchandisers,SONY,KD-55X85J,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,3,"1,556",519,"31,545","10,515","1,687",562
September 2023,PTV/FLAT,Mass Merchandisers,SONY,XR-65X90J,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,2,"1,478",739,"29,958","14,979","1,603",801
September 2023,PTV/FLAT,Mass Merchandisers,SONY,KD-85X85J,LCD-DISPLAY,85,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,2,"2,683","1,341","54,378","27,189","2,909","1,454"
September 2023,PTV/FLAT,Mass Merchandisers,SONY,KD-55X80J,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,3,"1,314",438,"26,637","8,879","1,425",475
September 2023,PTV/FLAT,Mass Merchandisers,SONY,KD-65X80J,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,6,"3,448",575,"69,887","11,648","3,739",623
September 2023,PTV/FLAT,Mass Merchandisers,SONY,KD-65A8H,OLED-DISPLAY,65,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,4,"4,676","1,169","94,796","23,699","5,071","1,268"
September 2023,PTV/FLAT,Mass Merchandisers,SONY,KD-75X80J,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,3,"2,514",838,"50,958","16,986","2,726",909
September 2023,PTV/FLAT,Mass Merchandisers,SONY,KD-65X75K,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,1,962,962,"19,499","19,499","1,043","1,043"
September 2023,PTV/FLAT,Mass Merchandisers,SONY,KD-55X75K,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,5,"3,798",760,"76,995","15,399","4,119",824
September 2023,PTV/FLAT,Mass Merchandisers,SONY,KD-65X8000H,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,1,504,504,"10,209","10,209",546,546
September 2023,PTV/FLAT,Mass Merchandisers,SONY,KD-65X9000H,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,1,681,681,"13,809","13,809",739,739
September 2023,PTV/FLAT,Mass Merchandisers,SONY,KD-65X85K,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,1,"1,184","1,184","23,999","23,999","1,284","1,284"
September 2023,PTV/FLAT,Mass Merchandisers,SONY,KD-55X7500H,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,1,359,359,"7,269","7,269",389,389
September 2023,PTV/FLAT,Mass Merchandisers,SONY,XR-77A80J,OLED-DISPLAY,77,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,1,"1,727","1,727","35,000","35,000","1,872","1,872"
September 2023,PTV/FLAT,Mass Merchandisers,SUPERSONIC,SLM-322D,LCD-DISPLAY,32,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,115,"9,278",81,"188,083","1,636","10,061",87
September 2023,PTV/FLAT,Mass Merchandisers,SUPERSONIC,SLM-32C3,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,30,"3,203",107,"64,921","2,164","3,473",116
September 2023,PTV/FLAT,Mass Merchandisers,SUPERSONIC,SLM-406D,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T/T2,5,712,142,"14,435","2,887",772,154
September 2023,PTV/FLAT,Mass Merchandisers,SWIFT,STL-24W2A,LCD-DISPLAY,24,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,2,143,71,"2,898","1,449",155,78
September 2023,PTV/FLAT,Mass Merchandisers,TCL,40S5400A,LCD-DISPLAY,40,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T,181,"30,927",171,"626,928","3,464","33,537",185
September 2023,PTV/FLAT,Mass Merchandisers,TCL,58P635,LCD-DISPLAY,58,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,38,"13,129",345,"266,132","7,003","14,237",375
September 2023,PTV/FLAT,Mass Merchandisers,TCL,75P635,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,27,"18,693",692,"378,925","14,034","20,271",751
September 2023,PTV/FLAT,Mass Merchandisers,TCL,55C645,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,28,"10,970",392,"222,372","7,942","11,896",425
September 2023,PTV/FLAT,Mass Merchandisers,TCL,50P635,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,215,"61,035",284,"1,237,254","5,755","66,187",308
September 2023,PTV/FLAT,Mass Merchandisers,TCL,55P635,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,204,"66,420",325,"1,346,411","6,594","72,026",353
September 2023,PTV/FLAT,Mass Merchandisers,TCL,65P635,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,209,"92,012",440,"1,865,186","8,924","99,778",477
September 2023,PTV/FLAT,Mass Merchandisers,TCL,43S5200,LCD-DISPLAY,43,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2,41,"7,674",187,"155,563","3,794","8,322",203
September 2023,PTV/FLAT,Mass Merchandisers,TCL,43S5400,LCD-DISPLAY,43,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T,51,"10,061",197,"203,949","3,999","10,910",214
September 2023,PTV/FLAT,Mass Merchandisers,TCL,43P615,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,n.a.,15,"3,882",259,"78,685","5,246","4,209",281
September 2023,PTV/FLAT,Mass Merchandisers,TCL,32S5200,LCD-DISPLAY,32,1366x768,LED,HD Ready,Smart TV,NOT CURVED,DVB-T,61,"8,403",138,"170,339","2,792","9,112",149
September 2023,PTV/FLAT,Mass Merchandisers,TCL,43P635,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,47,"10,826",230,"219,453","4,669","11,740",250
September 2023,PTV/FLAT,Mass Merchandisers,TCL,55P615,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,6,"1,864",311,"37,795","6,299","2,022",337
September 2023,PTV/FLAT,Mass Merchandisers,TCL,50P615,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,1,261,261,"5,299","5,299",283,283
September 2023,PTV/FLAT,Mass Merchandisers,TCL,50P725,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,6,"1,776",296,"35,994","5,999","1,925",321
September 2023,PTV/FLAT,Mass Merchandisers,TCL,32D3200,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,13,"1,282",99,"25,987","1,999","1,390",107
September 2023,PTV/FLAT,Mass Merchandisers,TCL,75P735,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,13,"9,619",740,"194,987","14,999","10,431",802
September 2023,PTV/FLAT,Mass Merchandisers,TCL,65P725,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,16,"7,702",481,"156,129","9,746","8,352",521
September 2023,PTV/FLAT,Mass Merchandisers,TCL,65C725,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,423,423,"8,575","8,575",459,459
September 2023,PTV/FLAT,Mass Merchandisers,TCL,50C645,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,15,"5,376",358,"108,985","7,266","5,830",389
September 2023,PTV/FLAT,Mass Merchandisers,TCL,55P735,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,91,"29,372",323,"595,409","6,543","31,851",350
September 2023,PTV/FLAT,Mass Merchandisers,TCL,40D3000,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,8,"1,184",148,"23,992","2,999","1,283",160
September 2023,PTV/FLAT,Mass Merchandisers,TCL,55P725,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,326,326,"6,599","6,599",353,353
September 2023,PTV/FLAT,Mass Merchandisers,TCL,55C635,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,7,"2,456",351,"49,793","7,113","2,664",381
September 2023,PTV/FLAT,Mass Merchandisers,TCL,65P615,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,n.a.,4,"2,022",506,"40,996","10,249","2,193",548
September 2023,PTV/FLAT,Mass Merchandisers,TCL,65C745,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,17,"12,776",752,"258,983","15,234","13,854",815
September 2023,PTV/FLAT,Mass Merchandisers,TCL,55C745,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,12,"6,511",543,"131,988","10,999","7,061",588
September 2023,PTV/FLAT,Mass Merchandisers,TCL,85C645,LCD-DISPLAY,85,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,7,"8,633","1,233","174,993","24,999","9,361","1,337"
September 2023,PTV/FLAT,Mass Merchandisers,TCL,65C835,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,2,"2,022","1,011","40,998","20,499","2,193","1,097"
September 2023,PTV/FLAT,Mass Merchandisers,TCL,65C845,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,1,987,987,"19,999","19,999","1,070","1,070"
September 2023,PTV/FLAT,Mass Merchandisers,TCL,65C635,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,5,"2,713",543,"54,995","10,999","2,942",588
September 2023,PTV/FLAT,Mass Merchandisers,TCL,98C735,LCD-DISPLAY,98,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,6,"14,799","2,467","299,994","49,999","16,048","2,675"
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDD-32HD,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,"1,532","128,307",84,"2,600,923","1,698","139,136",91
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDDS-32FHD,LCD-DISPLAY,32,1920x1080,LED,Full HD,Smart TV,NOT CURVED,n.a.,"1,669","162,746",98,"3,299,043","1,977","176,482",106
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDD-50FHD,LCD-DISPLAY,50,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,n.a.,126,"25,860",205,"524,209","4,160","28,043",223
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDD-39FHD,LCD-DISPLAY,39,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,n.a.,63,"9,100",144,"184,468","2,928","9,868",157
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDD40FHDA,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,n.a.,17,"2,357",139,"47,789","2,811","2,556",150
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDDS-55UHD,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,172,"45,692",266,"926,232","5,385","49,549",288
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDD-39HDA,LCD-DISPLAY,39,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,n.a.,317,"46,374",146,"940,056","2,965","50,288",159
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDD-45FHD,LCD-DISPLAY,45,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,n.a.,-1,-148,148,"-2,999","2,999",-160,160
