PERIOD,PRODUCTGROUP,ReportingChannel,BRAND,Item,DISPLAY TECHNOL,DISPLAY SIZE,Resolution,LED,HD Types,Smart TV,CURVED,Signal Source,Sales Units,Sales Value EUR,Price EUR,Sales Value <LC>,Price <LC>,Sales Value USD,Price USD
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDD-42FHD,LCD-DISPLAY,42,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,n.a.,8,"1,331",166,"26,972","3,372","1,443",180
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDD-55UHD,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),No Smart TV,NOT CURVED,n.a.,52,"12,498",240,"253,345","4,872","13,553",261
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLED-240FHDB,LCD-DISPLAY,24,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,n.a.,10,"1,050",105,"21,292","2,129","1,139",114
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDDS-40FHD,LCD-DISPLAY,40,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,122,"20,696",170,"419,528","3,439","22,443",184
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDD-40FHD,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,192,"29,143",152,"590,760","3,077","31,603",165
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDD32HDRA,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,n.a.,-2,-138,69,"-2,798","1,399",-150,75
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDDS-39HDB,LCD-DISPLAY,39,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T,4,510,128,"10,344","2,586",553,138
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDD-43FHD,LCD-DISPLAY,43,1980x1080,LED,Full HD,No Smart TV,NOT CURVED,n.a.,-1,-99,99,"-1,999","1,999",-107,107
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDD-28HDA,LCD-DISPLAY,28,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,n.a.,1,99,99,"1,999","1,999",107,107
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDD-24HD,LCD-DISPLAY,24,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2,6,582,97,"11,794","1,966",631,105
September 2023,PTV/FLAT,Mass Merchandisers,TELEFUNKEN,TLEDD55FHD,LCD-DISPLAY,55,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,n.a.,1,321,321,"6,499","6,499",348,348
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,32S25KN,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,4,406,94,"8,230","1,899",440,102
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,55C350LN,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,101,"29,451",292,"597,006","5,911","31,937",316
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,55C350KN,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,13,"3,825",294,"77,538","5,964","4,148",319
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,43C350KN,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,11,"2,209",201,"44,788","4,072","2,396",218
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,50C350KN,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,17,"4,133",243,"83,783","4,928","4,482",264
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,43V35LN,LCD-DISPLAY,43,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2/S/C,7,"1,672",239,"33,893","4,842","1,813",259
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,50C350LN,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,30,"8,138",271,"164,970","5,499","8,825",294
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,32V35KN,LCD-DISPLAY,32,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2/S/C,3,404,135,"8,197","2,732",438,146
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,55Z770KN,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,123,"43,135",351,"874,387","7,109","46,775",380
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,75C350LN,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,101,"59,933",593,"1,214,899","12,029","64,991",643
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,43V35KN,LCD-DISPLAY,43,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T,17,"3,420",197,"69,324","3,999","3,708",214
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,65C350KN,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,9,"3,581",398,"72,591","8,066","3,883",431
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,65Z770KP,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,11,"6,832",621,"138,489","12,590","7,408",673
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,65C350LN,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,32,"14,118",441,"286,188","8,943","15,310",478
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,55M550LN,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,8,"2,762",345,"55,992","6,999","2,995",374
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,75C350KN,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,1,543,543,"10,999","10,999",588,588
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,65M550LN,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,4,"2,022",506,"40,996","10,249","2,193",548
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,85M550LN,LCD-DISPLAY,85,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,14,"15,095","1,078","305,986","21,856","16,369","1,169"
September 2023,PTV/FLAT,Mass Merchandisers,TOSHIBA,65X8900KN,OLED-DISPLAY,65,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,"1,233","1,233","24,999","24,999","1,337","1,337"
September 2023,PTV/FLAT,Mass Merchandisers,UNBRANDED,O43A01,LCD-DISPLAY,43,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,331,"45,022",136,"912,648","2,757","48,822",147
September 2023,PTV/FLAT,Mass Merchandisers,UNBRANDED,G43W01,LCD-DISPLAY,43,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T,11,"2,116",192,"42,889","3,899","2,294",209
September 2023,PTV/FLAT,Mass Merchandisers,UNBRANDED,G55W01,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,7,"2,072",296,"41,993","5,999","2,246",321
September 2023,PTV/FLAT,Mass Merchandisers,ZQL,Z-32VF8,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,22,"1,735",79,"35,178","1,599","1,882",86
September 2023,PTV/FLAT,Mass Merchandisers,<Tradebrand & Exclusive>,Suppressed,LCD-DISPLAY,32,1280x768,NO LED,HD Ready,No Smart TV,NOT CURVED,n.a.,402,"31,164",78,"631,738","1,571","33,795",84
September 2023,PTV/FLAT,Mass Merchandisers,<Tradebrand & Exclusive>,Suppressed,LCD-DISPLAY,42,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T,272,"35,782",132,"725,350","2,667","38,803",143
September 2023,PTV/FLAT,Mass Merchandisers,<Tradebrand & Exclusive>,Suppressed,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,n.a.,159,"13,516",85,"273,979","1,723","14,656",92
September 2023,PTV/FLAT,Mass Merchandisers,<Tradebrand & Exclusive>,Suppressed,LCD-DISPLAY,60,3840x2160,LED,Ultra HD/4k (3840x2160p),No Smart TV,NOT CURVED,DVB-T/T2/C,17,"4,138",243,"83,884","4,934","4,487",264
September 2023,PTV/FLAT,Mass Merchandisers,<Tradebrand & Exclusive>,Suppressed,LCD-DISPLAY,32,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T,50,"4,540",91,"92,026","1,841","4,923",98
September 2023,PTV/FLAT,Mass Merchandisers,<Tradebrand & Exclusive>,Suppressed,LCD-DISPLAY,43,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,47,"7,687",164,"155,817","3,315","8,335",177
September 2023,PTV/FLAT,Mass Merchandisers,<Tradebrand & Exclusive>,Suppressed,LCD-DISPLAY,42,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T/T2,52,"6,549",126,"132,748","2,553","7,101",137
September 2023,PTV/FLAT,Mass Merchandisers,<Tradebrand & Exclusive>,Suppressed,LCD-DISPLAY,32,1366x768,LED,HD Ready,Smart TV,NOT CURVED,DVB-T,6,661,110,"13,400","2,233",717,119
September 2023,PTV/FLAT,Mass Merchandisers,<Tradebrand & Exclusive>,Suppressed,LCD-DISPLAY,20,1440x900,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,33,"1,691",51,"34,288","1,039","1,834",56
September 2023,PTV/FLAT,Mass Merchandisers,<Tradebrand & Exclusive>,Suppressed,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,8,"2,195",274,"44,486","5,561","2,380",297
September 2023,PTV/FLAT,Mass Merchandisers,<Tradebrand & Exclusive>,Suppressed,LCD-DISPLAY,43,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T,12,"2,119",177,"42,948","3,579","2,297",191
September 2023,PTV/FLAT,Mass Merchandisers,<Tradebrand & Exclusive>,Suppressed,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,4,926,231,"18,769","4,692","1,004",251
September 2023,PTV/FLAT,Mass Merchandisers,<Tradebrand & Exclusive>,<Others>,,,,,,,,,-80,"-18,197",227,"-368,864","4,611","-19,732",247
September 2023,PTV/FLAT,TecSuperstores + El. Chains,JVC,LT-32N750,LCD-DISPLAY,32,1920x1080,LED,Full HD,Smart TV,NOT CURVED,n.a.,2,232,116,"4,694","2,347",251,126
September 2023,PTV/FLAT,TecSuperstores + El. Chains,JVC,LT-43N550,LCD-DISPLAY,43,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,n.a.,2,395,197,"7,998","3,999",428,214
September 2023,PTV/FLAT,TecSuperstores + El. Chains,JVC,LT-65N675,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,n.a.,4,"1,578",395,"31,996","7,999","1,712",428
September 2023,PTV/FLAT,TecSuperstores + El. Chains,JVC,LT-43N585,LCD-DISPLAY,43,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2,1,184,184,"3,738","3,738",200,200
September 2023,PTV/FLAT,TecSuperstores + El. Chains,JVC,LT-55N775,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,n.a.,8,"2,084",261,"42,254","5,282","2,260",283
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,55UQ75001LG,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,16,"7,343",459,"148,844","9,303","7,962",498
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,55UR73006LA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,49,"21,617",441,"438,198","8,937","23,441",478
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,65NANO796QA,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,3,"1,358",453,"27,519","9,173","1,472",491
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,50UQ75001LG,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,19,"7,355",387,"149,096","7,847","7,976",420
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,65UQ75001LG,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,4,"2,368",592,"47,996","11,999","2,568",642
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,65UR73006LA,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,27,"16,017",593,"324,675","12,025","17,368",643
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,50UR73006LA,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,37,"14,583",394,"295,619","7,990","15,814",427
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,65NANO776RA,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,41,"30,238",738,"612,964","14,950","32,790",800
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,OLED55CS6LA,OLED-DISPLAY,55,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,33,"35,490","1,074","719,414","21,781","38,485","1,165"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,65QNED806QA,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,10,"10,165","1,013","206,055","20,544","11,023","1,099"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,55NANO796QA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,8,"5,002",625,"101,388","12,674","5,424",678
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,86UR80006LA,LCD-DISPLAY,86,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,25,"34,398","1,376","697,280","27,891","37,301","1,492"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,86UQ90006LC,LCD-DISPLAY,86,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,2,"4,639","2,320","94,047","47,024","5,031","2,516"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,75UR80006LJ,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/C,2,"1,874",937,"37,998","18,999","2,033","1,016"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,43UP7500PVG,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,26,"10,412",400,"211,054","8,117","11,290",434
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,OLED55A1PVA,OLED-DISPLAY,55,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,19,"19,285","1,015","390,933","20,575","20,913","1,101"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,75NANO776RA,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,6,"6,511","1,085","131,994","21,999","7,061","1,177"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,43UQ75001LG,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,15,"5,448",363,"110,435","7,362","5,908",394
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,75NANO796QA,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,4,"4,686","1,172","94,992","23,748","5,082","1,270"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,50UP7500PVG,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,26,"10,425",401,"211,334","8,128","11,305",435
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,OLED55CS3VA,OLED-DISPLAY,55,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,30,"37,417","1,247","758,476","25,283","40,575","1,352"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,43UR73006LA,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,19,"6,536",344,"132,483","6,973","7,087",373
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,55UP7500PVG,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,15,"6,225",415,"126,197","8,413","6,751",450
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,55QNED806QA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,4,"3,187",797,"64,596","16,149","3,456",864
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,86NANO776RA,LCD-DISPLAY,86,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,17,"27,600","1,624","559,488","32,911","29,930","1,761"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,86NANO796QA,LCD-DISPLAY,86,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,6,"10,043","1,660","203,586","33,652","10,891","1,800"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,55NANO776RA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,21,"12,430",592,"251,979","11,999","13,480",642
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,65QNED816RA,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,13,"15,884","1,222","321,988","24,768","17,225","1,325"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,32LQ630B6LB,LCD-DISPLAY,32,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2/S/C,9,"1,560",173,"31,626","3,514","1,692",188
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,70UR80006LJ,LCD-DISPLAY,70,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,61,"39,198",643,"794,592","13,026","42,507",697
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,OLED65CS6LA,OLED-DISPLAY,65,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,4,"8,879","2,220","179,996","44,999","9,629","2,407"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,75UP7550PVC,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,3,"1,576",525,"31,954","10,651","1,709",570
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,65UP7500PVG,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,5,"1,836",367,"37,224","7,445","1,991",398
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,OLED65CS3VA,OLED-DISPLAY,65,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,15,"31,606","2,107","640,686","42,712","34,273","2,285"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,OLED48C26LA,OLED-DISPLAY,48,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,4,"4,242","1,061","85,996","21,499","4,600","1,150"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,OLED55C1PVB,OLED-DISPLAY,55,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,10,"10,221","1,022","207,182","20,718","11,083","1,108"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,55NANO86VPA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,8,"7,891",986,"159,960","19,995","8,557","1,070"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,70UQ90006LC,LCD-DISPLAY,70,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,8,"5,327",666,"107,992","13,499","5,777",722
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,OLED48C1PVB,OLED-DISPLAY,48,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,9,"8,805",978,"178,491","19,832","9,548","1,061"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,75QNED816RA,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,14,"21,873","1,562","443,387","31,671","23,719","1,694"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,55NANO80VPA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,12,"9,469",789,"191,940","15,995","10,268",856
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,86NANO75VPA,LCD-DISPLAY,86,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,"1,640","1,640","33,248","33,248","1,779","1,779"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,75NANO80VPA,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,8,"12,232","1,529","247,960","30,995","13,265","1,658"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,75NANO85VPA,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,4,"7,497","1,874","151,980","37,995","8,130","2,033"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,OLED65A26LA,OLED-DISPLAY,65,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,"1,095","1,095","22,199","22,199","1,188","1,188"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,OLED48C36LA,OLED-DISPLAY,48,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,6,"7,449","1,241","150,997","25,166","8,078","1,346"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,OLED65G1PVA,OLED-DISPLAY,65,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,0,19,625,380,"12,666",20,678
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,86QNED816RA,LCD-DISPLAY,86,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,11,"26,786","2,435","542,989","49,363","29,047","2,641"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,OLED77C36LA,OLED-DISPLAY,77,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,6,"23,679","3,946","479,994","79,999","25,677","4,280"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,65NANO75VPA,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,740,740,"14,999","14,999",802,802
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,OLED65A1PVA,OLED-DISPLAY,65,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,4,"4,696","1,174","95,198","23,800","5,093","1,273"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,55QNED816RA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,13,"11,543",888,"233,988","17,999","12,517",963
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,75NANO75VPA,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,"1,118","1,085","22,659","21,999","1,212","1,177"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,OLED65G36LA,OLED-DISPLAY,65,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,5,"14,701","2,940","297,998","59,600","15,941","3,188"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,75QNED90VPA,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,2,"2,762","1,381","55,998","27,999","2,996","1,498"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,55NANO80VNA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,345,345,"6,999","6,999",374,374
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,49UN7100PVA,LCD-DISPLAY,49,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,2,329,165,"6,677","3,338",357,179
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,OLED83C36LA,OLED-DISPLAY,83,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,2,"13,665","6,832","277,000","138,500","14,818","7,409"
September 2023,PTV/FLAT,TecSuperstores + El. Chains,LG,OLED65CXPVA,OLED-DISPLAY,65,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,322,322,"6,521","6,521",349,349
